Order ID,Operation,Page,Description,Status,Time
141,结账,跑堂界面 > 桌子详情,"结账订单号:141

                                    桌子编号：B1-5
                                    支付方式:现金

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 14:53:30.391753+02:00
143,结账,跑堂界面 > 桌子详情,"结账订单号:143

                                    桌子编号：A1-5
                                    支付方式:现金

                                    结账金额: 135.0

                                    订单类型: AlaCarte
",成功,2019-08-25 20:32:06.961335+02:00
144,结账,跑堂界面 > 桌子详情,"结账订单号:144

                                    桌子编号：A1-5
                                    支付方式:现金

                                    结账金额: 124.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:30:18.920558+02:00
145,结账,跑堂界面 > 桌子详情,"结账订单号:145

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:37:34.316622+02:00
146,结账,跑堂界面 > 桌子详情,"结账订单号:146

                                    桌子编号：A1-10
                                    支付方式:卡

                                    结账金额: 234.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:37:38.830114+02:00
147,结账,跑堂界面 > 桌子详情,"结账订单号:147

                                    桌子编号：A1-5
                                    支付方式:现金

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:47:24.168535+02:00
148,结账,跑堂界面 > 桌子详情,"结账订单号:148

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:47:29.164358+02:00
149,结账,跑堂界面 > 桌子详情,"结账订单号:149

                                    桌子编号：A1-10
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:47:40.101296+02:00
150,结账,跑堂界面 > 桌子详情,"结账订单号:150

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:53:56.948584+02:00
151,结账,跑堂界面 > 桌子详情,"结账订单号:151

                                    桌子编号：A1-8
                                    支付方式:现金

                                    结账金额: 69.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:54:32.614754+02:00
152,结账,跑堂界面 > 桌子详情,"结账订单号:152

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 135.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:58:11.633509+02:00
153,结账,跑堂界面 > 桌子详情,"结账订单号:153

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 3.0

                                    订单类型: AlaCarte
",成功,2019-08-25 22:58:19.175314+02:00
154,结账,跑堂界面 > 桌子详情,"结账订单号:154

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-25 23:03:05.931042+02:00
155,结账,跑堂界面 > 桌子详情,"结账订单号:155

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 69.0

                                    订单类型: AlaCarte
",成功,2019-08-25 23:03:09.466059+02:00
157,结账,跑堂界面 > 桌子详情,"结账订单号:157

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-26 15:05:10.484438+02:00
158,结账,跑堂界面 > 桌子详情,"结账订单号:158

                                    桌子编号：A1-10
                                    支付方式:卡

                                    结账金额: 165.0

                                    订单类型: AlaCarte
",成功,2019-08-26 15:05:14.183117+02:00
159,结账,跑堂界面 > 桌子详情,"结账订单号:159

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-26 15:28:32.782016+02:00
160,结账,跑堂界面 > 桌子详情,"结账订单号:160

                                    桌子编号：A1-5
                                    支付方式:卡

                                    结账金额: 66.0

                                    订单类型: AlaCarte
",成功,2019-08-26 15:34:55.854764+02:00
162,结账,跑堂界面 > 桌子详情,"结账订单号:162

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 539.0

                                        订单类型: AlaCarte
",成功,2019-08-26 17:24:02.001780+02:00
161,结账,跑堂界面 > 桌子详情,"结账订单号:161

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-26 17:24:12.906749+02:00
165,结账,跑堂界面 > 桌子详情,"结账订单号:165

                                        桌子编号：B1-5
                                        支付方式:卡

                                        结账金额: 50.0

                                        订单类型: AlaCarte
",成功,2019-08-26 17:28:56.118557+02:00
164,结账,跑堂界面 > 桌子详情,"结账订单号:164

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-26 17:28:59.886074+02:00
166,结账,外卖界面 > 订单结账,"结账订单号:166

                        支付方式:卡

                        账单金额: 100.0

                        订单类型:外卖
",成功,2019-08-26 20:28:20.754022+02:00
168,结账,跑堂界面 > 桌子详情,"结账订单号:168

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 231.0

                                        订单类型: AlaCarte
",成功,2019-08-27 10:21:09.933424+02:00
169,结账,跑堂界面 > 桌子详情,"结账订单号:169

                                        桌子编号：B1-5
                                        支付方式:现金

                                        结账金额: 165.0

                                        订单类型: AlaCarte
",成功,2019-08-27 16:32:13.801511+02:00
171,结账,外卖界面 > 订单结账,"结账订单号:171

                        支付方式:卡

                        账单金额: 22.0

                        订单类型:外卖
",成功,2019-08-27 20:31:54.407814+02:00
170,结账,跑堂界面 > 桌子详情,"结账订单号:170

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-27 21:17:36.061368+02:00
172,结账,跑堂界面 > 桌子详情,"结账订单号:172

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-27 21:29:50.884949+02:00
171,结账,外卖界面 > 订单结账,"结账订单号:171

                            支付方式:卡

                            账单金额: 55.0

                            订单类型:外卖
",成功,2019-08-27 22:51:54.789188+02:00
173,结账,外卖界面 > 订单结账,"结账订单号:173

                            支付方式:卡

                            账单金额: 55.0

                            订单类型:外卖
",成功,2019-08-28 17:17:27.661933+02:00
175,结账,跑堂界面 > 桌子详情,"结账订单号:175

                                        桌子编号：A1-5
                                        支付方式:现金

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-29 15:12:29.126520+02:00
177,结账,外卖界面 > 订单结账,"结账订单号:177

                            支付方式:卡

                            账单金额: 22.0

                            订单类型:外卖
",成功,2019-08-29 16:07:40.561113+02:00
178,订单修改,外卖界面 > 订单管理 >订单修改,"
                        修改订单号:178

                        修改前明细:Gongbao JiDingx1
Sushix1

                        修改后明细:Gongbao JiDingx3
Sushix1

                        修改前账单金额: 45.0

                        修改后账单金额: 89.0

                        订单类型:外卖

                        None
",成功,2019-08-29 19:43:48.605026+02:00
179,结账,外卖界面 > 订单结账,"结账订单号:179

                            支付方式:卡

                            账单金额: 77.0

                            订单类型:外卖
",成功,2019-08-29 19:52:38.800245+02:00
180,结账,外卖界面 > 订单结账,"结账订单号:180

                            支付方式:现金

                            账单金额: 78.0

                            订单类型:外卖
",成功,2019-08-29 19:55:25.627763+02:00
181,结账,外卖界面 > 订单结账,"结账订单号:181

                            支付方式:现金

                            账单金额: 100.0

                            订单类型:外卖
",成功,2019-08-29 20:04:46.792508+02:00
182,结账,外卖界面 > 订单结账,"结账订单号:182

                            支付方式:卡

                            账单金额: 22.0

                            订单类型:外卖
",成功,2019-08-29 20:29:06.128510+02:00
183,结账,外卖界面 > 订单结账,"结账订单号:183

                            支付方式:现金

                            账单金额: 55.0

                            订单类型:外卖
",成功,2019-08-29 20:33:22.860274+02:00
187,结账,跑堂界面 > 桌子详情,"结账订单号:187

                                        桌子编号：B1-5
                                        支付方式:卡

                                        结账金额: 69.0

                                        订单类型: AlaCarte
",成功,2019-08-29 22:06:06.353582+02:00
188,结账,跑堂界面 > 桌子详情,"结账订单号:188

                                        桌子编号：D1-5
                                        支付方式:现金

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-29 22:06:24.015266+02:00
189,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                            订单号:189

                            原桌子：D1

                            新桌子:B1
'
                            ",成功,2019-08-29 23:30:59.764526+02:00
176,结账,跑堂界面 > 桌子详情,"结账订单号:176

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 55.0

                                        订单类型: AlaCarte
",成功,2019-08-29 23:33:18.318499+02:00
190,结账,跑堂界面 > 桌子详情,"结账订单号:190

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 135.0

                                        订单类型:AlaCarte
",成功,2019-08-30 11:16:21.999927+02:00
191,结账,跑堂界面 > 桌子详情,"结账订单号:191

                                        桌子编号：A1-5
                                        支付方式:卡

                                        结账金额: 66.0

                                        订单类型: AlaCarte
",成功,2019-08-30 13:04:17.416603+02:00
195,结账,跑堂界面 > 桌子详情,"结账订单号:195

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 30.0

                                        订单类型: AlaCarte
",成功,2019-09-08 12:41:03.039411+02:00
194,结账,跑堂界面 > 桌子详情,"结账订单号:194

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 15.0

                                        订单类型: AlaCarte
",成功,2019-09-08 12:41:10.558422+02:00
196,结账,跑堂界面 > 桌子详情,"结账订单号:196

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 195.0

                                        订单类型: AlaCarte
",成功,2019-09-08 17:02:52.547246+02:00
197,结账,跑堂界面 > 桌子详情,"结账订单号:197

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 10.0

                                        订单类型: AlaCarte
",成功,2019-09-08 17:43:41.986780+02:00
198,结账,跑堂界面 > 桌子详情,"结账订单号:198

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 0.0

                                        订单类型: AlaCarte
",成功,2019-09-08 20:49:43.117833+02:00
199,结账,跑堂界面 > 桌子详情,"结账订单号:199

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 0.0

                                        订单类型: AlaCarte
",成功,2019-09-08 21:35:13.042300+02:00
200,结账,跑堂界面 > 桌子详情,"结账订单号:200

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 0.0

                                        订单类型: AlaCarte
",成功,2019-09-08 21:51:54.672329+02:00
201,结账,跑堂界面 > 桌子详情,"结账订单号:201

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 40.0

                                        订单类型: AlaCarte
",成功,2019-09-08 22:35:34.047303+02:00
203,结账,跑堂界面 > 桌子详情,"结账订单号:203

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 95.0

                                        订单类型:AlaCarte
",成功,2019-09-09 14:24:56.920986+02:00
204,结账,跑堂界面 > 桌子详情,"结账订单号:204

                                        桌子编号：A1-3
                                        支付方式:卡

                                        结账金额: 80.0

                                        订单类型: AlaCarte
",成功,2019-09-09 21:13:38.121279+02:00
206,结账,跑堂界面 > 桌子详情,"结账订单号:206

                                        桌子编号：A1-3
                                        支付方式:卡

                                        结账金额: 15.0

                                        订单类型: AlaCarte
",成功,2019-09-10 00:20:47.536948+02:00
207,结账,跑堂界面 > 桌子详情,"结账订单号:207

                                        桌子编号：A1-3
                                        支付方式:现金

                                        结账金额: 15.0

                                        订单类型: AlaCarte
",成功,2019-09-10 00:47:38.683499+02:00
208,结账,跑堂界面 > 桌子详情,"结账订单号:208

                                        桌子编号：A1-2
                                        支付方式:卡

                                        结账金额: 80.0

                                        订单类型: AlaCarte
",成功,2019-09-10 15:53:59.835238+02:00
209,结账,跑堂界面 > 桌子详情,"结账订单号:209

                                        桌子编号：B1-1
                                        支付方式:卡

                                        结账金额: 45.0

                                        订单类型: AlaCarte
",成功,2019-09-10 15:54:03.305834+02:00
211,结账,跑堂界面 > 桌子详情,"结账订单号:211

                                        桌子编号：B1-1
                                        支付方式:现金

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 19:06:44.249124+02:00
210,结账,跑堂界面 > 桌子详情,"结账订单号:210

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 90.0

                                        订单类型: AlaCarte
",成功,2019-09-10 19:21:15.767841+02:00
213,结账,跑堂界面 > 桌子详情,"结账订单号:213

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 21:51:40.837684+02:00
212,结账,跑堂界面 > 桌子详情,"结账订单号:212

                                        桌子编号：B1-1
                                        支付方式:卡

                                        结账金额: 45.0

                                        订单类型: AlaCarte
",成功,2019-09-10 21:51:44.726029+02:00
215,结账,跑堂界面 > 桌子详情,"结账订单号:215

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 120.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:01:11.935031+02:00
216,结账,跑堂界面 > 桌子详情,"结账订单号:216

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:02:13.215590+02:00
217,结账,跑堂界面 > 桌子详情,"结账订单号:217

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:09:37.437035+02:00
218,结账,跑堂界面 > 桌子详情,"结账订单号:218

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:11:41.242747+02:00
219,结账,跑堂界面 > 桌子详情,"结账订单号:219

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 40.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:16:15.493464+02:00
220,结账,跑堂界面 > 桌子详情,"结账订单号:220

                                        桌子编号：B1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:50:28.494018+02:00
221,结账,跑堂界面 > 桌子详情,"结账订单号:221

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 40.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:54:35.230587+02:00
222,结账,跑堂界面 > 桌子详情,"结账订单号:222

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-10 22:58:28.957473+02:00
224,结账,跑堂界面 > 桌子详情,"结账订单号:224

                                        桌子编号：B1-5
                                        支付方式:卡

                                        结账金额: 165.0

                                        订单类型: AlaCarte
",成功,2019-09-11 15:43:36.833669+02:00
225,结账,外卖界面 > 订单结账,"结账订单号:225

                                支付方式:卡

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-11 15:52:38.532488+02:00
226,结账,跑堂界面 > 桌子详情,"结账订单号:226

                                        桌子编号：B1-5
                                        支付方式:现金

                                        结账金额: 45.0

                                        订单类型:AlaCarte
",成功,2019-09-11 16:07:25.894025+02:00
227,结账,跑堂界面 > 桌子详情,"结账订单号:227

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-11 18:14:36.749835+02:00
228,结账,跑堂界面 > 桌子详情,"结账订单号:228

                                        桌子编号：A1-1
                                        支付方式:现金

                                        结账金额: 23.0

                                        订单类型: AlaCarte
",成功,2019-09-11 18:34:54.296635+02:00
229,结账,跑堂界面 > 桌子详情,"结账订单号:229

                                        桌子编号：A1-1
                                        支付方式:卡

                                        结账金额: 20.0

                                        订单类型: AlaCarte
",成功,2019-09-11 19:43:28.929635+02:00
230,转台,跑堂界面 > 已点餐桌子 > 转台,"

                            订单号:230

                            原桌子：A1

                            新桌子:B1
'
                            ",成功,2019-09-11 20:51:55.548798+02:00
231,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                                订单号:231

                                原桌子：A1

                                新桌子:B1
'
                                ",成功,2019-09-11 20:58:17.258883+02:00
233,结账,跑堂界面 > 桌子详情,"结账订单号:233

                                            桌子编号：C1-1
                                            支付方式:卡

                                            结账金额: 20.0

                                            订单类型: AlaCarte
",成功,2019-09-11 21:17:21.173380+02:00
232,结账,跑堂界面 > 桌子详情,"结账订单号:232

                                            桌子编号：B1-1
                                            支付方式:卡

                                            结账金额: 95.0

                                            订单类型: AlaCarte
",成功,2019-09-11 21:20:20.261956+02:00
234,结账,跑堂界面 > 桌子详情,"结账订单号:234

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 20.0

                                            订单类型: AlaCarte
",成功,2019-09-11 21:35:27.689752+02:00
235,结账,跑堂界面 > 桌子详情,"结账订单号:235

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 95.0

                                            订单类型: AlaCarte
",成功,2019-09-11 23:54:24.715502+02:00
236,结账,跑堂界面 > 桌子详情,"结账订单号:236

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 20.0

                                            订单类型: AlaCarte
",成功,2019-09-11 23:58:06.854347+02:00
237,结账,跑堂界面 > 桌子详情,"结账订单号:237

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 26.0

                                            订单类型: AlaCarte
",成功,2019-09-12 01:14:05.999245+02:00
238,结账,跑堂界面 > 桌子详情,"结账订单号:238

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 39.0

                                            订单类型: AlaCarte
",成功,2019-09-12 01:49:57.130654+02:00
240,结账,外卖界面 > 订单结账,"结账订单号:240

                                支付方式:卡

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 02:39:35.455359+02:00
239,结账,跑堂界面 > 桌子详情,"结账订单号:239

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 105.0

                                            订单类型: AlaCarte
",成功,2019-09-12 03:31:21.880095+02:00
241,结账,跑堂界面 > 桌子详情,"结账订单号:241

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 32.0

                                            订单类型: AlaCarte
",成功,2019-09-12 03:33:40.813173+02:00
242,结账,跑堂界面 > 桌子详情,"结账订单号:242

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 15.0

                                            订单类型: AlaCarte
",成功,2019-09-12 04:06:53.424571+02:00
244,订单取消,后台界面 > 餐桌情况(未结账),"
                                取消订单号:244

                                桌子编号：A1

                                账单金额: 15.0

                                订单类型: AlaCarte

                                None
",成功,2019-09-12 04:11:57.135942+02:00
245,转台,跑堂界面 > 已点餐桌子 > 转台,"

                                订单号:245

                                原桌子：F1

                                新桌子:B1
'
                                ",成功,2019-09-12 04:35:24.411434+02:00
246,结账,跑堂界面 > 桌子详情,"结账订单号:246

                                            桌子编号：B1-1
                                            支付方式:卡

                                            结账金额: 99.0

                                            订单类型: AlaCarte
",成功,2019-09-12 04:39:14.896617+02:00
243,结账,外卖界面 > 订单结账,"结账订单号:243

                                支付方式:卡

                                账单金额: 77.99

                                订单类型:外卖
",成功,2019-09-12 04:40:56.184410+02:00
247,结账,跑堂界面 > 桌子详情,"结账订单号:247

                                            桌子编号：E1-1
                                            支付方式:卡

                                            结账金额: 154.0

                                            订单类型:AlaCarte
",成功,2019-09-12 04:50:22.643810+02:00
248,结账,跑堂界面 > 桌子详情,"结账订单号:248

                                            桌子编号：E1-1
                                            支付方式:卡

                                            结账金额: 154.0

                                            订单类型:AlaCarte
",成功,2019-09-12 04:55:31.433472+02:00
249,结账,外卖界面 > 订单结账,"结账订单号:249

                                支付方式:现金

                                账单金额: 48.99

                                订单类型:外卖
",成功,2019-09-12 05:12:23.011330+02:00
250,转台,跑堂界面 > 已点餐桌子 > 转台,"

                                订单号:250

                                原桌子：E1

                                新桌子:G1
'
                                ",成功,2019-09-12 05:16:39.749015+02:00
251,结账,跑堂界面 > 桌子详情,"结账订单号:251

                                            桌子编号：A2-1
                                            支付方式:现金

                                            结账金额: 77.99

                                            订单类型:AlaCarte
",成功,2019-09-12 05:25:33.699555+02:00
252,结账,跑堂界面 > 桌子详情,"结账订单号:252

                                            桌子编号：A2-1
                                            支付方式:卡

                                            结账金额: 77.99

                                            订单类型:AlaCarte
",成功,2019-09-12 05:41:53.757611+02:00
253,结账,跑堂界面 > 桌子详情,"结账订单号:253

                                            桌子编号：E1-1
                                            支付方式:现金

                                            结账金额: 19.0

                                            订单类型:AlaCarte
",成功,2019-09-12 05:45:20.114414+02:00
257,结账,外卖界面 > 订单结账,"结账订单号:257

                                支付方式:现金

                                账单金额: 110.0

                                订单类型:外卖
",成功,2019-09-12 21:08:33.046356+02:00
258,结账,外卖界面 > 订单结账,"结账订单号:258

                                支付方式:现金

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 21:24:07.287201+02:00
259,结账,外卖界面 > 订单结账,"结账订单号:259

                                支付方式:卡

                                账单金额: 0.0

                                订单类型:外卖
",成功,2019-09-12 21:28:31.646632+02:00
260,结账,外卖界面 > 订单结账,"结账订单号:260

                                支付方式:卡

                                账单金额: 55.0

                                订单类型:外卖
",成功,2019-09-12 21:38:34.153899+02:00
262,结账,外卖界面 > 订单结账,"结账订单号:262

                                支付方式:卡

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 21:40:38.808884+02:00
263,结账,外卖界面 > 订单结账,"结账订单号:263

                                支付方式:现金

                                账单金额: 15.0

                                订单类型:外卖
",成功,2019-09-12 21:46:51.117450+02:00
264,结账,外卖界面 > 订单结账,"结账订单号:264

                                支付方式:卡

                                账单金额: 2.0

                                订单类型:外卖
",成功,2019-09-12 21:46:56.565729+02:00
268,结账,外卖界面 > 订单结账,"结账订单号:268

                                支付方式:现金

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 22:03:21.245047+02:00
269,结账,外卖界面 > 订单结账,"结账订单号:269

                                支付方式:现金

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 22:32:53.357276+02:00
270,结账,外卖界面 > 订单结账,"结账订单号:270

                                支付方式:现金

                                账单金额: 22.99

                                订单类型:外卖
",成功,2019-09-12 22:33:01.563062+02:00
272,结账,跑堂界面 > 桌子详情,"结账订单号:272

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 68.97

                                            订单类型:AlaCarte
",成功,2019-09-13 14:00:55.158252+02:00
273,订单取消,后台界面 > 餐桌情况(未结账),"
                                取消订单号:273

                                桌子编号：A1

                                账单金额: 110.0

                                订单类型: AlaCarte

                                None
",成功,2019-09-13 14:02:09.896047+02:00
274,订单取消,后台界面 > 餐桌情况(未结账),"
                                取消订单号:274

                                桌子编号：A1

                                账单金额: 15.0

                                订单类型: AlaCarte

                                None
",成功,2019-09-13 14:21:02.389711+02:00
275,结账,跑堂界面 > 桌子详情,"结账订单号:275

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 110.0

                                            订单类型: AlaCarte
",成功,2019-09-13 14:58:38.166503+02:00
276,结账,跑堂界面 > 桌子详情,"结账订单号:276

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 47.0

                                            订单类型: AlaCarte
",成功,2019-09-13 15:14:51.881918+02:00
278,结账,跑堂界面 > 桌子详情,"结账订单号:278

                                            桌子编号：A2-1
                                            支付方式:卡

                                            结账金额: 110.0

                                            订单类型: AlaCarte
",成功,2019-09-13 15:45:34.716243+02:00
277,订单取消,后台界面 > 餐桌情况(未结账),"
                                取消订单号:277

                                桌子编号：A1

                                账单金额: 45.0

                                订单类型: AlaCarte

                                None
",成功,2019-09-13 16:10:49.965796+02:00
279,结账,跑堂界面 > 桌子详情,"结账订单号:279

                                            桌子编号：A2-1
                                            支付方式:卡

                                            结账金额: 20.26

                                            订单类型: AlaCarte
",成功,2019-09-13 16:17:09.919528+02:00
281,结账,跑堂界面 > 桌子详情,"结账订单号:281

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 30.0

                                            订单类型:AlaCarte
",成功,2019-09-13 16:45:47.978796+02:00
<<<<<<< HEAD
282,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                                订单号:282

                                原桌子：A1

                                新桌子:B1
'
                                ",成功,2019-09-13 18:23:15.233056+02:00
=======
282,结账,跑堂界面 > 桌子详情,"结账订单号:282

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 550.0

                                            订单类型:AlaCarte
",成功,2019-09-13 17:18:07.036704+02:00
280,订单修改,外卖界面 > 订单管理 >订单修改,"
                            修改订单号:280

                            修改前明细:Sushix1
Gongbao JiDingx1

                            修改后明细:Sushix1
Gongbao JiDingx3

                            修改前账单金额: 22.99

                            修改后账单金额: 68.97

                            订单类型:外卖

                            None
",成功,2019-09-13 17:19:45.583340+02:00
283,结账,外卖界面 > 订单结账,"结账订单号:283

                                支付方式:卡

                                账单金额: 2.0

                                订单类型:外卖
",成功,2019-09-13 17:27:37.712344+02:00
284,订单修改,外卖界面 > 订单管理 >订单修改,"
                            修改订单号:284

                            修改前明细:Bierx1

                            修改后明细:Bierx10

                            修改前账单金额: 2.0

                            修改后账单金额: 20.0

                            订单类型:外卖

                            None
",成功,2019-09-13 17:28:52.585627+02:00
285,结账,跑堂界面 > 桌子详情,"结账订单号:285

                                            桌子编号：A1-1
                                            支付方式:卡

                                            结账金额: 55.0

                                            订单类型: AlaCarte
",成功,2019-09-13 17:30:10.409078+02:00
286,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                                订单号:286

                                原桌子：A1

                                新桌子:B1
'
                                ",成功,2019-09-13 17:37:44.359043+02:00
286,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                                订单号:286

                                原桌子：B1

                                新桌子:A1
'
                                ",成功,2019-09-13 17:37:51.276438+02:00
286,结账,跑堂界面 > 桌子详情,"结账订单号:286

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 132.0

                                            订单类型: AlaCarte
",成功,2019-09-13 17:45:31.210745+02:00
287,结账,跑堂界面 > 桌子详情,"结账订单号:287

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 20.0

                                            订单类型: AlaCarte
",成功,2019-09-13 17:46:54.190491+02:00
288,结账,跑堂界面 > 桌子详情,"结账订单号:288

                                            桌子编号：A1-1
                                            支付方式:现金

                                            结账金额: 30.39

                                            订单类型: AlaCarte
",成功,2019-09-13 17:50:34.227077+02:00
289,结账,跑堂界面 > 桌子详情,"结账订单号:289

                                            桌子编号：A1-2
                                            支付方式:卡

                                            结账金额: 22.99

                                            订单类型: AlaCarte
",成功,2019-09-13 17:51:17.634559+02:00
290,结账,跑堂界面 > 桌子详情,"结账订单号:290

                                            桌子编号：A1-2
                                            支付方式:现金

                                            结账金额: 330.0

                                            订单类型: AlaCarte
",成功,2019-09-13 18:07:45.443059+02:00
291,结账,跑堂界面 > 桌子详情,"结账订单号:291

                                            桌子编号：B1-1
                                            支付方式:现金

                                            结账金额: 75.0

                                            订单类型: AlaCarte
",成功,2019-09-13 18:29:28.419585+02:00
292,转台,后台 > 桌子管理 > 已点餐桌子 > 转台,"

                                订单号:292

                                原桌子：A1

                                新桌子:B1
'
                                ",成功,2019-09-13 18:39:46.348928+02:00
293,结账,跑堂界面 > 桌子详情,"结账订单号:293

                                            桌子编号：A2-1
                                            支付方式:现金

                                            结账金额: 165.0

                                            订单类型: AlaCarte
",成功,2019-09-13 18:39:56.990537+02:00
292,结账,跑堂界面 > 桌子详情,"结账订单号:292

                                            桌子编号：B1-1
                                            支付方式:卡

                                            结账金额: 165.0

                                            订单类型: AlaCarte
",成功,2019-09-13 18:40:03.709921+02:00
284,结账,外卖界面 > 订单结账,"结账订单号:284

                                    支付方式:现金

                                    账单金额: 20.0

                                    订单类型:外卖
",成功,2019-09-13 18:48:38.295354+02:00
